TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,Age_Group
T00467,C7965,1,0.6923076923076924,7,Beauty,1,0.5724489795918367,2023-08-28,Wallet,0.11248439953299247,August,0,50-60
T00468,C4585,1,0.826923076923077,9,Sports,1,0.8128571428571428,2023-11-01,Card,0.15990981923587907,November,2,60+
T00469,C3881,0,0.5384615384615385,4,Beauty,2,0.3553061224489796,2023-03-22,Card,0.14376585208744316,March,2,40-50
T00470,C9486,0,0.21153846153846156,1,Sports,4,0.7961224489795918,2023-02-04,Wallet,0.6398405732920005,February,5,20-30
T00471,C8611,0,0.7500000000000001,3,Sports,1,0.19102040816326532,2023-06-29,Cash,0.037239824469584126,June,3,50-60
T00472,C1822,-1,0.46153846153846156,8,Furniture,3,0.46530612244897956,2023-11-22,Cash,0.2829824066991425,November,2,40-50
T00473,C5082,0,0.9423076923076924,4,Furniture,2,0.759795918367347,2023-10-14,Cash,0.3033535971657474,October,5,60+
T00474,C2988,1,0.42307692307692313,9,Sports,3,0.06387755102040815,2023-04-26,UPI,0.045412456218044205,April,2,40-50
T00475,C8478,-1,0.7500000000000001,3,Books,4,0.9112244897959184,2023-06-26,UPI,0.7306654857280889,June,0,50-60
T00476,C3184,1,0.019230769230769273,1,Fashion,2,0.2602040816326531,2023-11-18,Cash,0.10624421272998108,November,5,10-20
T00477,C8612,-1,0.826923076923077,2,Sports,3,0.7855102040816326,2023-01-08,UPI,0.4724827891622046,January,6,60+
T00478,C9702,1,0.8846153846153847,1,Electronics,3,0.24326530612244898,2023-04-09,Card,0.1515761504086316,April,6,60+
T00479,C6198,1,0.15384615384615385,5,Furniture,2,0.356734693877551,2023-05-21,Card,0.14432948186319902,May,6,20-30
T00480,C8251,0,0.576923076923077,4,Groceries,5,0.5351020408163265,2023-05-26,Cash,0.543459881637747,May,4,40-50
T00481,C9270,0,0.5961538461538463,8,Furniture,5,0.949795918367347,2023-08-07,Wallet,0.9524940617577198,August,0,40-50
T00482,C7991,-1,0.13461538461538464,7,Sports,4,0.05224489795918367,2023-10-27,Card,0.052860421111961035,October,4,20-30
T00483,C9976,0,0.5000000000000001,6,Furniture,1,0.6357142857142857,2023-06-06,Card,0.12496477313901526,June,1,40-50
T00484,C8305,-1,0.5384615384615385,5,Sports,1,0.10428571428571429,2023-07-08,UPI,0.020129634848423852,July,5,40-50
T00485,C3607,1,0.03846153846153849,4,Beauty,2,0.6042857142857143,2023-11-16,Wallet,0.24199847014775155,November,3,20-30
T00486,C8777,-1,0.07692307692307698,0,Groceries,2,0.7189795918367347,2023-07-26,Wallet,0.28724988928700834,July,2,20-30
T00487,C8373,1,0.3076923076923077,2,Books,2,0.7914285714285715,2023-05-11,Wallet,0.3158339707717702,May,3,30-40
T00488,C5246,1,0.7884615384615384,5,Groceries,2,0.356734693877551,2023-10-15,Cash,0.14432948186319902,October,6,50-60
T00489,C5050,1,0.3846153846153847,7,Groceries,5,0.09040816326530612,2023-10-05,Cash,0.1048351382905914,October,3,30-40
T00490,C5543,-1,0.0,5,Electronics,4,0.353469387755102,2023-11-25,UPI,0.2905511494021498,November,5,10-20
T00491,C9540,-1,0.8653846153846155,9,Electronics,3,0.03816326530612245,2023-12-04,Card,0.03019445227263578,December,0,60+
T00492,C8939,0,0.826923076923077,9,Sports,3,0.7069387755102041,2023-04-14,UPI,0.4259833326623455,April,4,60+
T00493,C4919,0,0.6346153846153847,2,Electronics,5,0.4510204081632653,2023-02-09,Card,0.4605257860622408,February,3,50-60
T00494,C5499,1,0.9423076923076924,5,Fashion,4,0.42122448979591837,2023-10-31,Card,0.3440154595595636,October,1,60+
T00495,C8206,1,0.9038461538461539,3,Books,2,0.29428571428571426,2023-03-20,Wallet,0.1196908088087282,March,0,60+
T00496,C2269,-1,0.6923076923076924,8,Groceries,1,0.13959183673469389,2023-02-22,Card,0.027094488505978502,February,2,50-60
T00497,C5681,0,0.8846153846153847,7,Groceries,5,0.23693877551020412,2023-04-21,Wallet,0.24936591650227466,April,4,60+
T00498,C4841,-1,0.6923076923076924,1,Books,5,0.11571428571428571,2023-05-24,Cash,0.129795885502637,May,2,50-60
T00499,C5451,-1,0.2692307692307693,0,Beauty,2,0.4577551020408163,2023-04-02,UPI,0.18418615886307824,April,6,30-40
T00500,C6502,-1,0.8076923076923078,9,Sports,5,0.6771428571428572,2023-05-15,Cash,0.6835621401827771,May,0,60+
T00501,C6238,1,0.40384615384615385,8,Electronics,3,0.13653061224489796,2023-10-16,Wallet,0.08840935625427755,October,0,30-40
T00502,C9849,1,0.6346153846153847,8,Books,2,0.49857142857142855,2023-02-22,Cash,0.2002898667418173,February,2,50-60
T00503,C2320,0,0.6346153846153847,8,Beauty,3,0.7546938775510205,2023-03-06,Cash,0.4542453399895326,March,0,50-60
T00504,C3267,1,0.8461538461538461,3,Groceries,2,0.7016326530612245,2023-09-25,UPI,0.2804058134385442,September,0,60+
T00505,C3471,1,0.8461538461538461,2,Furniture,1,0.8771428571428571,2023-10-28,Wallet,0.1725914891903861,October,5,60+
T00506,C4788,-1,0.7500000000000001,5,Electronics,3,0.35775510204081634,2023-11-27,Card,0.2193325013084263,November,0,50-60
T00507,C7275,1,0.11538461538461542,3,Furniture,2,0.4336734693877551,2023-07-16,UPI,0.17468497121462218,July,6,20-30
T00508,C3503,-1,0.5192307692307693,9,Groceries,5,0.30755102040816323,2023-06-19,UPI,0.31901445307782117,June,0,40-50
T00509,C4505,0,0.8076923076923078,3,Groceries,5,0.08979591836734693,2023-10-22,Card,0.1042312492451387,October,6,60+
T00510,C2052,1,0.8846153846153847,1,Furniture,4,0.15448979591836737,2023-10-31,Wallet,0.13353999758444382,October,1,60+
T00511,C7797,0,0.28846153846153855,9,Groceries,2,0.7163265306122449,2023-11-06,Card,0.2862031482748903,November,0,30-40
T00512,C7678,1,0.576923076923077,5,Electronics,1,0.5716326530612245,2023-05-22,UPI,0.11232336245420509,May,0,40-50
T00513,C6421,-1,0.42307692307692313,3,Beauty,4,0.49632653061224485,2023-11-12,Wallet,0.4032771045533234,November,6,40-50
T00514,C9890,1,0.8076923076923078,2,Fashion,5,0.27489795918367343,2023-12-09,Wallet,0.286807037320343,December,5,60+
T00515,C8633,-1,0.826923076923077,0,Fashion,1,0.33183673469387753,2023-08-31,Wallet,0.06501872056040903,August,3,60+
T00516,C7812,0,0.7884615384615384,8,Fashion,2,0.5838775510204082,2023-04-18,Wallet,0.233946616208382,April,1,50-60
T00517,C2020,-1,0.46153846153846156,1,Beauty,5,0.7006122448979591,2023-03-28,Cash,0.7067112202584646,March,1,40-50
T00518,C4388,-1,0.17307692307692313,0,Groceries,4,0.8051020408163265,2023-01-02,Wallet,0.6469262047586457,January,0,20-30
T00519,C7883,0,1.0,4,Sports,5,0.7948979591836735,2023-04-29,Cash,0.7997101332581827,April,5,60+
T00520,C7381,0,0.6730769230769232,1,Electronics,3,0.8951020408163265,2023-04-21,Wallet,0.5373404726438262,April,4,50-60
T00521,C1320,-1,0.7500000000000001,5,Beauty,4,0.26857142857142857,2023-02-16,Cash,0.2235597246265953,February,3,50-60
T00522,C7232,1,0.05769230769230771,6,Electronics,5,0.730204081632653,2023-11-11,UPI,0.7358991907886792,November,5,20-30
T00523,C8814,-1,0.0,2,Books,4,0.5928571428571429,2023-03-17,Wallet,0.47944764281975927,March,4,10-20
T00524,C1096,-1,0.7884615384615384,1,Groceries,2,0.953469387755102,2023-03-15,Wallet,0.37976569105036434,March,2,50-60
T00525,C6763,1,0.1923076923076924,2,Electronics,3,0.6504081632653061,2023-03-26,UPI,0.39252787954426505,March,6,20-30
T00526,C5892,-1,0.6153846153846154,6,Groceries,3,0.016530612244897956,2023-09-01,Wallet,0.017392004509038207,September,4,50-60
T00527,C7389,-1,0.576923076923077,0,Fashion,5,0.9375510204081633,2023-01-01,UPI,0.9404162808486655,January,6,40-50
T00528,C7865,0,0.5961538461538463,1,Electronics,4,0.9981632653061225,2023-06-15,Cash,0.7992672812915174,June,3,40-50
T00529,C9818,1,0.1923076923076924,3,Sports,4,0.33183673469387753,2023-02-09,Cash,0.2734812190506864,February,3,20-30
T00530,C9947,1,0.07692307692307698,6,Groceries,4,0.13,2023-01-27,Card,0.11421554812995692,January,4,20-30
T00531,C4613,0,0.9230769230769232,8,Electronics,3,0.9669387755102041,2023-03-12,Cash,0.5798542614436974,March,6,60+
T00532,C8999,1,0.5961538461538463,7,Furniture,5,0.24163265306122453,2023-09-19,UPI,0.25399573251741214,September,1,40-50
T00533,C4595,1,0.3846153846153847,5,Beauty,4,0.5412244897959184,2023-08-14,Card,0.4387052618865494,August,0,30-40
T00534,C5471,0,0.28846153846153855,0,Books,5,0.5289795918367347,2023-08-06,UPI,0.53742099118322,August,6,30-40
T00535,C8140,-1,0.40384615384615385,2,Furniture,1,0.0236734693877551,2023-12-07,Cash,0.004227223318169008,December,3,30-40
T00536,C8956,-1,0.326923076923077,0,Sports,2,0.2514285714285714,2023-08-30,Cash,0.10278191553605218,August,2,30-40
T00537,C1475,-1,0.05769230769230771,6,Sports,2,0.766734693877551,2023-06-17,Cash,0.30609122750513307,June,5,20-30
T00538,C7371,0,0.6153846153846154,5,Furniture,2,0.246530612244898,2023-06-04,UPI,0.10084947059060348,June,6,50-60
T00539,C6507,0,0.2692307692307693,2,Groceries,4,0.8348979591836735,2023-09-14,Wallet,0.6704376182616048,September,3,30-40
T00540,C7624,1,0.6730769230769232,0,Electronics,2,0.5289795918367347,2023-03-02,Card,0.21228712911147793,March,3,50-60
T00541,C3704,-1,0.7884615384615384,3,Beauty,4,0.18979591836734694,2023-05-04,UPI,0.16139941221466245,May,3,50-60
T00542,C8657,0,0.46153846153846156,5,Furniture,2,0.6793877551020409,2023-10-14,Cash,0.2716292926446314,October,5,40-50
T00543,C3091,0,0.48076923076923084,0,Sports,3,0.43918367346938775,2023-07-21,Wallet,0.26752284713555297,July,4,40-50
T00544,C9751,0,1.0,1,Electronics,4,0.8704081632653061,2023-07-13,Card,0.6984580699706108,July,3,60+
T00545,C1441,1,0.28846153846153855,0,Groceries,4,0.006122448979591837,2023-07-17,UPI,0.01646604130601071,July,0,30-40
T00546,C7455,0,0.0961538461538462,6,Furniture,5,0.753061224489796,2023-12-28,Cash,0.7584443818189138,December,3,20-30
T00547,C1444,-1,0.5576923076923077,0,Sports,2,0.21000000000000002,2023-08-31,Card,0.086436652039132,August,3,40-50
T00548,C2375,0,0.5384615384615385,8,Furniture,3,0.7510204081632653,2023-07-01,Cash,0.45207133942590283,July,5,40-50
T00549,C8022,0,0.980769230769231,4,Groceries,3,0.9669387755102041,2023-06-09,Wallet,0.5798542614436974,June,4,60+
T00550,C3223,1,0.6923076923076924,5,Sports,5,0.16285714285714287,2023-09-25,Card,0.17629534200249608,September,0,50-60
T00551,C8564,-1,0.5384615384615385,5,Electronics,1,0.060816326530612246,2023-06-12,Card,0.011554410402995291,June,0,40-50
T00552,C3977,-1,0.0961538461538462,4,Books,2,0.3653061224489796,2023-09-29,UPI,0.14771126051773423,September,4,20-30
T00553,C1823,-1,0.5961538461538463,0,Furniture,1,0.3136734693877551,2023-02-10,Cash,0.0614356455573896,February,4,40-50
T00554,C5262,0,0.5384615384615385,8,Electronics,3,0.7024489795918367,2023-11-06,Card,0.42332622086235355,November,0,40-50
T00555,C7211,1,0.3846153846153847,0,Beauty,4,0.9128571428571429,2023-04-20,Wallet,0.731953782358388,April,3,30-40
T00556,C6363,-1,0.13461538461538464,9,Beauty,5,0.27755102040816326,2023-03-27,Card,0.2894238898506381,March,0,20-30
T00557,C4467,0,0.5961538461538463,8,Fashion,3,0.6310204081632653,2023-11-21,Cash,0.38105398768066345,November,1,40-50
T00558,C8449,1,0.9038461538461539,1,Groceries,2,0.36122448979591837,2023-05-23,Cash,0.14610088972986032,May,1,60+
T00559,C6355,-1,0.7884615384615384,1,Furniture,5,0.5818367346938775,2023-12-31,Wallet,0.5895567454406377,December,6,50-60
T00560,C6529,1,0.019230769230769273,3,Sports,1,0.35061224489795917,2023-03-15,Card,0.06872257337251902,March,2,10-20
T00561,C7211,1,0.11538461538461542,7,Books,4,0.3193877551020408,2023-08-12,Cash,0.26365795724465557,August,5,20-30
T00562,C5558,0,0.48076923076923084,3,Books,5,0.9642857142857143,2023-10-14,UPI,0.9667861025001007,October,5,40-50
T00563,C7906,1,0.5000000000000001,0,Beauty,5,0.023877551020408165,2023-08-15,Cash,0.039212528684729665,August,1,40-50
T00564,C5133,0,0.03846153846153849,2,Groceries,3,0.6189795918367347,2023-09-08,Card,0.37392809694432144,September,4,20-30
T00565,C2341,-1,0.6730769230769232,4,Fashion,4,0.6081632653061224,2023-12-22,UPI,0.4915254237288136,December,4,50-60
T00566,C8705,-1,0.6730769230769232,0,Sports,4,0.02693877551020408,2023-05-09,Card,0.03289182334232457,May,1,50-60
T00567,C1317,1,0.0,0,Groceries,4,0.5046938775510204,2023-12-17,Wallet,0.40987962478360646,December,6,10-20
T00568,C9837,-1,1.0,9,Groceries,4,0.513061224489796,2023-03-03,Card,0.41648214501388947,March,4,60+
T00569,C1853,0,0.0961538461538462,6,Furniture,4,0.8393877551020408,2023-10-13,UPI,0.6739804339949274,October,4,20-30
T00570,C6733,0,0.9615384615384616,6,Fashion,3,0.2083673469387755,2023-08-11,Wallet,0.13092314505414873,August,4,60+
T00571,C4673,0,0.730769230769231,3,Furniture,4,0.8342857142857143,2023-11-30,Cash,0.6699545070252426,November,3,50-60
T00572,C2124,1,0.7500000000000001,6,Beauty,3,0.7622448979591837,2023-06-28,Card,0.4587141189258827,June,2,50-60
T00573,C1659,1,0.7692307692307693,6,Books,3,0.6920408163265306,2023-04-02,Card,0.41716655259873586,April,6,50-60
T00574,C1508,1,0.3653846153846154,6,Books,4,0.6859183673469388,2023-01-13,Card,0.5528805507468094,January,4,30-40
T00575,C5051,0,0.6153846153846154,2,Electronics,1,0.5879591836734693,2023-07-07,UPI,0.1155441040299529,July,4,50-60
T00576,C4266,0,0.6730769230769232,6,Books,2,0.5887755102040816,2023-08-27,Wallet,0.2358790611538307,August,6,50-60
T00577,C1333,0,0.25,2,Books,4,0.906734693877551,2023-12-10,UPI,0.7271226699947663,December,6,30-40
T00578,C3496,0,0.7884615384615384,2,Sports,2,0.7118367346938775,2023-06-27,Card,0.284431740408229,June,1,50-60
T00579,C4908,1,0.8076923076923078,9,Fashion,3,0.8744897959183674,2023-08-06,UPI,0.5251419139256814,August,6,60+
T00580,C3068,1,0.5576923076923077,8,Groceries,1,0.5614285714285714,2023-04-20,Wallet,0.11031039896936269,April,3,40-50
T00581,C8758,1,0.40384615384615385,4,Groceries,3,0.18938775510204084,2023-11-12,Cash,0.1196908088087282,November,6,30-40
T00582,C2874,1,0.4423076923076924,7,Electronics,1,0.29387755102040813,2023-10-14,Wallet,0.05753049639679537,October,5,40-50
T00583,C4571,0,1.0,0,Groceries,3,0.7669387755102041,2023-04-08,Wallet,0.4614920085349652,April,5,60+
T00584,C8619,0,0.05769230769230771,5,Sports,5,0.7161224489795919,2023-07-15,Wallet,0.7220097427432667,July,5,20-30
T00585,C5198,-1,1.0,6,Furniture,5,0.6236734693877551,2023-07-11,UPI,0.6308224968799067,July,1,60+
T00586,C7043,-1,0.2692307692307693,7,Books,5,0.2957142857142857,2023-04-02,Card,0.3073392648657353,April,6,30-40
T00587,C3749,-1,0.5576923076923077,8,Fashion,1,0.9240816326530612,2023-01-06,Wallet,0.18185112122066108,January,4,40-50
T00588,C2876,0,0.40384615384615385,0,Sports,3,0.9944897959183674,2023-04-11,UPI,0.5961592656709207,April,1,30-40
T00589,C3683,1,0.6730769230769232,1,Beauty,2,0.27183673469387754,2023-08-15,Cash,0.11083376947542171,August,1,50-60
T00590,C6096,1,0.9423076923076924,7,Electronics,1,0.9073469387755102,2023-07-04,Wallet,0.17854986110551957,July,1,60+
T00591,C2771,1,0.7500000000000001,7,Beauty,1,0.7285714285714285,2023-09-27,Cash,0.14328274085108098,September,2,50-60
T00592,C1420,0,0.730769230769231,0,Books,1,0.6377551020408163,2023-04-10,Wallet,0.12536736583598376,April,0,50-60
T00593,C6111,-1,0.576923076923077,0,Sports,3,0.4763265306122449,2023-01-03,Card,0.2895044083900318,January,1,40-50
T00594,C7149,1,0.8653846153846155,2,Electronics,1,0.7312244897959184,2023-10-28,Card,0.14380611135714,October,5,60+
T00595,C7498,-1,0.8076923076923078,2,Sports,5,0.47346938775510206,2023-06-08,Cash,0.4826683843955071,June,3,60+
T00596,C4249,-1,0.4423076923076924,9,Groceries,2,0.16571428571428573,2023-06-18,Cash,0.0689641289907001,June,6,40-50
T00597,C2245,0,0.8653846153846155,1,Groceries,3,0.1463265306122449,2023-02-18,Cash,0.09420669109062361,February,5,60+
T00598,C4978,0,0.5384615384615385,9,Electronics,2,0.17346938775510207,2023-07-08,Card,0.07202383348766053,July,5,40-50
T00599,C2669,1,0.13461538461538464,3,Sports,3,0.14979591836734696,2023-05-10,Wallet,0.09625991384516284,May,2,20-30
T00600,C5941,0,0.11538461538461542,1,Books,3,0.027346938775510206,2023-09-15,Cash,0.02379322839083699,September,4,20-30
T00601,C2983,0,0.9230769230769232,2,Sports,3,0.6875510204081633,2023-01-07,Card,0.4145094407987439,January,5,60+
T00602,C1672,0,0.8076923076923078,2,Furniture,3,0.173265306122449,2023-11-07,UPI,0.11014936189057531,November,1,60+
T00603,C6688,1,0.2692307692307693,2,Furniture,2,0.8297959183673469,2023-05-20,Card,0.33097145617778495,May,5,30-40
T00604,C9728,-1,0.0,4,Fashion,5,0.9106122448979592,2023-01-18,UPI,0.913845162848746,January,2,10-20
T00605,C8018,-1,0.40384615384615385,0,Groceries,2,0.16653061224489796,2023-11-28,Wallet,0.06928620314827488,November,1,30-40
T00606,C7071,1,0.42307692307692313,7,Books,5,0.7424489795918368,2023-05-21,UPI,0.7479769716977335,May,6,40-50
T00607,C2129,-1,0.7692307692307693,6,Electronics,3,0.8414285714285714,2023-11-25,UPI,0.5055759088530134,November,5,50-60
T00608,C9289,-1,0.980769230769231,7,Beauty,1,0.9716326530612245,2023-09-03,UPI,0.19123153106002658,September,6,60+
T00609,C6590,1,0.34615384615384615,8,Books,3,0.05448979591836734,2023-07-23,UPI,0.03985667699987922,July,6,30-40
T00610,C1207,-1,0.6730769230769232,7,Groceries,3,0.4844897959183674,2023-01-23,Cash,0.29433552075365355,January,0,50-60
T00611,C7882,0,0.6346153846153847,2,Sports,3,0.7030612244897959,2023-12-23,Cash,0.4236885542896252,December,5,50-60
T00612,C9031,1,0.4423076923076924,1,Books,4,0.3540816326530612,2023-12-27,Wallet,0.291034260638512,December,2,40-50
T00613,C2729,1,0.8461538461538461,1,Groceries,4,0.3724489795918367,2023-05-10,Card,0.3055275977293772,May,2,60+
T00614,C8102,0,0.11538461538461542,9,Furniture,5,0.76,2023-05-21,Cash,0.765288457667378,May,6,20-30
T00615,C6934,0,0.03846153846153849,6,Beauty,1,0.9220408163265307,2023-11-17,Wallet,0.1814485285236926,November,4,20-30
T00616,C8532,0,0.1923076923076924,1,Sports,4,0.6369387755102041,2023-01-30,Card,0.5142316518378357,January,0,20-30
T00617,C3506,0,0.5961538461538463,8,Groceries,5,0.19122448979591838,2023-10-20,Card,0.20427553444180524,October,4,40-50
T00618,C8135,1,0.15384615384615385,1,Fashion,2,0.32693877551020406,2023-01-16,Cash,0.1325737751117195,January,0,20-30
T00619,C3885,1,1.0,6,Furniture,4,0.7848979591836734,2023-08-30,Wallet,0.630983533958694,August,2,60+
T00620,C9548,1,0.8653846153846155,6,Furniture,2,0.2079591836734694,2023-11-08,Wallet,0.08563146664519505,November,2,60+
T00621,C5425,0,0.9038461538461539,6,Groceries,2,0.5861224489795919,2023-11-20,Cash,0.23483232014171265,November,0,60+
T00622,C9817,0,0.8846153846153847,5,Sports,2,0.7755102040816326,2023-08-21,Cash,0.30955352469906194,August,0,60+
T00623,C8921,0,0.5000000000000001,5,Sports,4,0.690204081632653,2023-09-09,Card,0.5562623294013447,September,5,40-50
T00624,C8616,0,0.11538461538461542,9,Furniture,2,0.6616326530612245,2023-03-30,Cash,0.26462417971737995,March,3,20-30
T00625,C8136,0,0.3076923076923077,5,Beauty,5,0.012653061224489795,2023-08-31,Wallet,0.02814122951809654,August,3,30-40
T00626,C5397,1,0.7500000000000001,4,Books,5,0.6263265306122449,2023-11-28,Card,0.6334393494102017,November,1,50-60
T00627,C6280,0,0.23076923076923084,7,Sports,5,0.3742857142857143,2023-10-07,Cash,0.3848383590321672,October,5,30-40
T00628,C5022,0,0.23076923076923084,7,Fashion,4,0.8483673469387755,2023-02-23,Cash,0.6810660654615726,February,3,30-40
T00629,C2419,1,0.13461538461538464,9,Electronics,4,0.47408163265306125,2023-01-20,Card,0.3857240629654978,January,4,20-30
T00630,C5569,-1,0.48076923076923084,2,Beauty,3,0.4473469387755102,2023-07-09,Wallet,0.2723539594991747,July,6,40-50
T00631,C8385,-1,0.25,5,Beauty,1,0.4420408163265306,2023-01-15,UPI,0.08675872619670678,January,6,30-40
T00632,C4995,0,0.5576923076923077,5,Sports,3,0.5138775510204081,2023-11-10,Wallet,0.3117275252626917,November,4,40-50
T00633,C8613,-1,1.0,1,Books,2,0.693265306122449,2024-01-01,Card,0.2771045533234027,January,0,60+
T00634,C7209,-1,0.9615384615384616,9,Fashion,4,0.4036734693877551,2023-03-20,Wallet,0.33016627078384797,March,0,60+
T00635,C6511,1,0.23076923076923084,5,Sports,4,0.0069387755102040816,2023-12-28,Cash,0.017110189621160274,December,3,30-40
T00636,C1470,0,0.8653846153846155,1,Furniture,2,0.6930612244897959,2023-04-01,Card,0.277024034784009,April,5,60+
T00637,C9098,1,0.40384615384615385,5,Fashion,4,0.05448979591836734,2023-03-09,Card,0.05463182897862233,March,3,30-40
T00638,C6325,1,0.11538461538461542,9,Beauty,4,0.025918367346938774,2023-02-12,UPI,0.03208663794838762,February,6,20-30
T00639,C3979,0,0.9230769230769232,2,Books,5,0.04387755102040817,2023-08-03,Cash,0.05893957083618504,August,3,60+
T00640,C8988,1,0.5000000000000001,3,Beauty,1,0.25632653061224486,2023-03-03,Cash,0.050122790772575386,March,4,40-50
T00641,C4475,0,0.03846153846153849,7,Furniture,3,0.6259183673469387,2023-01-29,Card,0.3780345424533999,January,6,20-30
T00642,C6813,0,0.7692307692307693,1,Groceries,2,0.8675510204081632,2023-08-16,UPI,0.34586738596561856,August,2,50-60
T00643,C5232,-1,0.826923076923077,3,Beauty,5,0.5306122448979592,2023-11-23,UPI,0.5390313619710938,November,3,60+
T00644,C6576,0,0.7115384615384616,3,Sports,2,0.560204081632653,2023-12-30,Card,0.22460646563871334,December,5,50-60
T00645,C5581,0,0.13461538461538464,7,Books,3,0.28489795918367344,2023-02-01,UPI,0.1762148234631024,February,2,20-30
T00646,C5526,0,0.9423076923076924,0,Sports,1,0.956530612244898,2023-06-10,Wallet,0.18825234510245986,June,5,60+
T00647,C1166,0,0.5384615384615385,1,Books,4,0.7187755102040816,2023-02-19,Card,0.5788075204315793,February,6,40-50
T00648,C9464,0,0.5576923076923077,3,Books,3,0.4042857142857143,2023-10-06,Cash,0.2468698417810701,October,4,40-50
T00649,C4130,-1,0.8076923076923078,6,Furniture,3,0.9289795918367347,2023-05-23,Wallet,0.5573895889528564,May,1,60+
T00650,C2402,-1,0.7115384615384616,9,Sports,2,0.6542857142857142,2023-04-10,Wallet,0.2617255122992069,April,0,50-60
T00651,C4954,1,0.6153846153846154,5,Beauty,4,0.3220408163265306,2023-12-02,Card,0.26575143926889166,December,5,50-60
T00652,C7658,0,0.15384615384615385,0,Beauty,4,0.6575510204081633,2023-11-11,UPI,0.5304963967953621,November,5,20-30
T00653,C9004,0,0.5961538461538463,7,Electronics,4,0.08612244897959184,2023-01-09,Cash,0.0795925761906679,January,0,40-50
T00654,C4937,-1,0.0,7,Sports,5,0.9659183673469388,2023-06-20,Card,0.9683964732879746,June,1,10-20
T00655,C8800,-1,0.6346153846153847,4,Fashion,3,0.7173469387755103,2023-12-11,Card,0.4321430009259632,December,0,50-60
T00656,C9041,1,0.9038461538461539,5,Groceries,3,0.2153061224489796,2023-06-12,Card,0.1350295905632272,June,0,60+
T00657,C8342,0,0.05769230769230771,4,Furniture,5,0.6526530612244898,2023-12-30,UPI,0.6594065783646685,December,5,20-30
T00658,C1282,0,0.6730769230769232,0,Fashion,1,0.2904081632653061,2023-03-28,Wallet,0.056846088811948955,March,1,50-60
T00659,C2524,1,0.5192307692307693,6,Fashion,5,0.6738775510204081,2023-10-28,Cash,0.6803413986070292,October,5,40-50
T00660,C5820,0,0.7115384615384616,5,Fashion,1,0.5318367346938776,2023-07-07,Wallet,0.10447280486331978,July,4,50-60
T00661,C4630,0,0.576923076923077,0,Beauty,2,0.8646938775510205,2023-09-22,Cash,0.34474012641410684,September,4,40-50
T00662,C7625,0,0.6153846153846154,1,Beauty,2,0.2646938775510204,2023-01-08,Card,0.10801562059664238,January,6,50-60
T00663,C4986,-1,0.9423076923076924,1,Books,3,0.7312244897959184,2023-12-07,UPI,0.4403558919441201,December,3,60+
T00664,C6016,-1,0.21153846153846156,8,Groceries,5,0.3861224489795918,2023-07-26,Card,0.396513547244253,July,2,20-30
T00665,C7046,-1,0.8461538461538461,7,Books,5,0.16632653061224492,2023-08-02,Card,0.17971737992672815,August,2,60+
T00666,C8753,0,0.7115384615384616,9,Furniture,5,0.2110204081632653,2023-12-08,UPI,0.22380128024477638,December,4,50-60
T00667,C9698,-1,0.21153846153846156,0,Furniture,5,0.8428571428571429,2023-12-09,Cash,0.8470147751519788,December,5,20-30
T00668,C6632,1,0.8846153846153847,7,Groceries,4,0.19775510204081634,2023-02-01,Cash,0.1676798582873707,February,2,60+
T00669,C7971,0,1.0,6,Books,4,0.9644897959183674,2023-02-03,Cash,0.772696163291598,February,4,60+
T00670,C6419,0,0.15384615384615385,2,Books,2,0.6553061224489796,2023-04-09,Wallet,0.26212810499617534,April,6,20-30
T00671,C6764,0,0.11538461538461542,7,Electronics,4,0.43489795918367347,2023-09-14,Cash,0.3548049438383188,September,3,20-30
T00672,C8434,0,0.46153846153846156,4,Beauty,1,0.9242857142857143,2023-03-17,Card,0.1818913804903579,March,4,40-50
T00673,C5438,0,0.8076923076923078,3,Fashion,5,0.2657142857142857,2023-05-17,UPI,0.27774870163855225,May,2,60+
T00674,C6023,1,0.730769230769231,8,Books,4,0.5389795918367347,2023-02-12,UPI,0.4369338540198881,February,6,50-60
T00675,C5118,-1,0.730769230769231,0,Furniture,2,0.34061224489795916,2023-03-30,Cash,0.13796851725109707,March,3,50-60
T00676,C4777,1,0.3846153846153847,4,Groceries,4,0.15571428571428572,2023-08-16,Card,0.13450622005716817,August,2,30-40
T00677,C2976,-1,0.6153846153846154,4,Books,1,0.15591836734693879,2023-01-23,Cash,0.03031523008172632,January,0,50-60
T00678,C4155,-1,0.46153846153846156,4,Groceries,3,0.042857142857142864,2023-05-22,Card,0.03297234188171827,May,0,40-50
T00679,C6169,1,0.5000000000000001,7,Beauty,5,0.7312244897959184,2023-11-08,Cash,0.7369056725311003,November,2,40-50
T00680,C2958,-1,0.730769230769231,8,Fashion,4,0.019183673469387756,2023-04-12,Wallet,0.02677241434840372,April,2,50-60
T00681,C9779,-1,0.8461538461538461,4,Groceries,3,0.9918367346938777,2023-12-19,Cash,0.5945891541527437,December,1,60+
T00682,C4033,1,0.9230769230769232,5,Beauty,1,0.2557142857142857,2023-09-16,Cash,0.050002012963484846,September,5,60+
T00683,C4138,-1,0.28846153846153855,1,Sports,2,0.046326530612244905,2023-07-29,Wallet,0.0218607834453883,July,5,30-40
